District,Year,Enrollment Type,County,District Classification,Enrollment Breakdown,Metric,Region,Col Label,Color Desc,Performance Level Label,Row Label,Status %
Fallbrook Union High,2015,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,7.60%
Fallbrook Union High,2015,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,7.70%
Fallbrook Union High,2016,Black,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,4.20%
Fallbrook Union High,2016,Two or More,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Yellow,"High, Declined (Yellow )",High,10.00%
Fallbrook Union High,2016,SwD,San Diego,High School District,Disability Status,priorstatus,San Diego/Imperial,Declined Significantly,Yellow,"High, Declined Significantly (Yellow )",High,13.90%
Fallbrook Union High,2016,All Students,San Diego,High School District,All Students,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,6.80%
Fallbrook Union High,2016,Econ Disadv,San Diego,High School District,Economic Status,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,7.90%
Fallbrook Union High,2016,Hispanic,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,7.70%
Fallbrook Union High,2016,White,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.20%
Fallbrook Union High,2018,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,6.00%
Fallbrook Union High,2018,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.20%
Fallbrook Union High,2018,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.00%
Fallbrook Union High,2018,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.20%
Fallbrook Union High,2018,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.00%
Fallbrook Union High,2018,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2018,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2019,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,9.30%
Fallbrook Union High,2019,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,7.40%
Fallbrook Union High,2019,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,6.40%
Fallbrook Union High,2019,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,8.00%
Fallbrook Union High,2015,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.80%
Fallbrook Union High,2015,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,No Color,No Color,,No Color,4.40%
Fallbrook Union High,2017,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.00%
Fallbrook Union High,2017,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.70%
Fallbrook Union High,2017,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.30%
Fallbrook Union High,2017,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.90%
Fallbrook Union High,2014,Filipino,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2014,Two or More,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,4.60%
Fallbrook Union High,2016,Filipino,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,0.00%
Fallbrook Union High,2016,Asian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,No Color,No Color,,No Color,4.80%
Fallbrook Union High,2019,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.70%
Grossmont Union High,2017,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,6.40%
Grossmont Union High,2016,Filipino,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,1.50%
Grossmont Union High,2015,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Blue,"Very Low, Maintained (Blue )",Very Low,1.00%
Grossmont Union High,2017,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,11.90%
Grossmont Union High,2017,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,10.50%
Grossmont Union High,2014,Black,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,10.00%
Grossmont Union High,2014,SwD,San Diego,High School District,Disability Status,priorstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,10.40%
Grossmont Union High,2019,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.20%
Grossmont Union High,2019,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.20%
Grossmont Union High,2019,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.30%
Grossmont Union High,2019,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,5.50%
Grossmont Union High,2019,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.60%
Grossmont Union High,2019,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.80%
Grossmont Union High,2016,Black,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,12.10%
Grossmont Union High,2016,SwD,San Diego,High School District,Disability Status,priorstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,11.50%
Grossmont Union High,2014,Amer Indian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,2.50%
Grossmont Union High,2014,Two or More,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.70%
Grossmont Union High,2014,All Students,San Diego,High School District,All Students,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.10%
Grossmont Union High,2014,Econ Disadv,San Diego,High School District,Economic Status,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,5.60%
Grossmont Union High,2014,Hispanic,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.40%
Grossmont Union High,2014,White,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.50%
Grossmont Union High,2014,Pacific Isle,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,6.90%
Grossmont Union High,2018,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,9.10%
Grossmont Union High,2018,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Orange,"Very High, Declined (Orange )",Very High,11.40%
Grossmont Union High,2019,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,0.70%
Grossmont Union High,2015,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,11.70%
Grossmont Union High,2015,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Maintained,Red,"Very High, Maintained (Red )",Very High,10.20%
Grossmont Union High,2015,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased Significantly,Red,"High, Increased Significantly (Red )",High,6.40%
Grossmont Union High,2016,Econ Disadv,San Diego,High School District,Economic Status,priorstatus,San Diego/Imperial,Increased,Orange,"High, Increased (Orange )",High,5.00%
Grossmont Union High,2016,All Students,San Diego,High School District,All Students,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.30%
Grossmont Union High,2016,Amer Indian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.50%
Grossmont Union High,2016,Asian,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.10%
Grossmont Union High,2016,Hispanic,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.10%
Grossmont Union High,2016,White,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.50%
Grossmont Union High,2016,Pacific Isle,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.40%
Grossmont Union High,2016,Two or More,San Diego,High School District,Race/Ethnicity,priorstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.20%
Grossmont Union High,2018,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.70%
Grossmont Union High,2018,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.30%
Grossmont Union High,2018,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.90%
Grossmont Union High,2018,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,5.10%
Grossmont Union High,2018,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,3.60%
Grossmont Union High,2018,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,2.60%
Grossmont Union High,2018,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,3.40%
Grossmont Union High,2018,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Low, Declined (Green )",Low,3.30%
Grossmont Union High,2018,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Blue,"Very Low, Declined (Blue )",Very Low,1.50%
Grossmont Union High,2019,Black,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Red,"Very High, Increased (Red )",Very High,12.10%
Grossmont Union High,2019,SwD,San Diego,High School District,Disability Status,currstatus,San Diego/Imperial,Maintained,Orange,"High, Maintained (Orange )",High,8.90%
Grossmont Union High,2015,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.30%
Grossmont Union High,2015,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.30%
Grossmont Union High,2015,Econ Disadv,San Diego,High School District,Economic Status,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,5.40%
Grossmont Union High,2015,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.10%
Grossmont Union High,2015,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,3.70%
Grossmont Union High,2015,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.10%
Grossmont Union High,2015,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Green,"Low, Maintained (Green )",Low,1.90%
Grossmont Union High,2017,All Students,San Diego,High School District,All Students,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.80%
Grossmont Union High,2017,Amer Indian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,5.10%
Grossmont Union High,2017,Asian,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,3.70%
Grossmont Union High,2017,Hispanic,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,5.00%
Grossmont Union High,2017,White,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Orange,"Medium, Increased (Orange )",Medium,4.00%
Grossmont Union High,2017,Pacific Isle,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Maintained,Yellow,"Medium, Maintained (Yellow )",Medium,4.70%
Grossmont Union High,2017,Two or More,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Declined,Green,"Medium, Declined (Green )",Medium,4.60%
Grossmont Union High,2017,Filipino,San Diego,High School District,Race/Ethnicity,currstatus,San Diego/Imperial,Increased,Yellow,"Low, Increased (Yellow )",Low,2.20%
